B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,GEO_ID,NAME
245,0,25,0,2,28,19,34,0,0,27,48,38,0,0,17,7,1500000US060014063003,"Block Group 3, Census Tract 4063, Alameda County, California"
306,0,46,0,0,11,0,0,29,66,12,0,49,10,14,60,9,1500000US060014063004,"Block Group 4, Census Tract 4063, Alameda County, California"
152,0,12,10,5,4,19,0,3,0,0,10,5,35,8,19,22,1500000US060014064001,"Block Group 1, Census Tract 4064, Alameda County, California"
599,24,12,30,5,38,137,26,22,4,15,17,80,24,53,60,52,1500000US060014064002,"Block Group 2, Census Tract 4064, Alameda County, California"
661,43,0,45,11,0,41,45,27,27,31,48,85,64,30,127,37,1500000US060014065001,"Block Group 1, Census Tract 4065, Alameda County, California"
181,0,21,0,2,16,20,13,9,0,15,0,31,41,3,10,0,1500000US060014065002,"Block Group 2, Census Tract 4065, Alameda County, California"
555,66,46,20,23,42,21,10,101,47,20,50,22,68,0,15,4,1500000US060014065003,"Block Group 3, Census Tract 4065, Alameda County, California"
467,16,7,9,23,15,141,8,15,11,25,49,55,0,67,19,7,1500000US060014065004,"Block Group 4, Census Tract 4065, Alameda County, California"
337,0,19,50,0,19,38,29,13,29,0,53,0,0,0,24,63,1500000US060014066011,"Block Group 1, Census Tract 4066.01, Alameda County, California"
576,53,18,37,28,12,8,22,59,0,83,20,79,47,59,34,17,1500000US060014066012,"Block Group 2, Census Tract 4066.01, Alameda County, California"
512,62,0,6,9,8,9,7,0,2,53,31,143,75,33,41,33,1500000US060014066013,"Block Group 3, Census Tract 4066.01, Alameda County, California"
316,0,16,22,39,10,29,68,7,9,27,60,9,20,0,0,0,1500000US060014066014,"Block Group 4, Census Tract 4066.01, Alameda County, California"
431,0,15,0,4,24,10,18,38,70,7,31,65,16,0,75,58,1500000US060014066021,"Block Group 1, Census Tract 4066.02, Alameda County, California"
502,6,75,16,4,45,70,11,35,43,11,34,44,35,0,66,7,1500000US060014066022,"Block Group 2, Census Tract 4066.02, Alameda County, California"
480,0,19,0,0,0,17,17,0,13,0,63,68,85,18,41,139,1500000US060014067001,"Block Group 1, Census Tract 4067, Alameda County, California"
198,0,0,0,0,0,0,0,0,0,10,19,23,45,18,26,57,1500000US060014067002,"Block Group 2, Census Tract 4067, Alameda County, California"
724,0,54,35,0,19,31,0,16,0,84,54,150,102,75,31,73,1500000US060014067003,"Block Group 3, Census Tract 4067, Alameda County, California"
345,12,0,0,0,0,0,16,24,0,0,0,24,27,54,64,124,1500000US060014067004,"Block Group 4, Census Tract 4067, Alameda County, California"
243,0,0,0,0,0,0,12,14,17,0,33,46,31,0,12,78,1500000US060014067005,"Block Group 5, Census Tract 4067, Alameda County, California"
203,10,0,8,0,0,0,0,0,0,1,14,9,57,23,15,66,1500000US060014068001,"Block Group 1, Census Tract 4068, Alameda County, California"
361,0,0,24,6,0,0,0,19,0,14,20,57,56,70,49,46,1500000US060014068002,"Block Group 2, Census Tract 4068, Alameda County, California"
438,0,0,0,0,0,4,53,6,21,0,28,71,64,16,105,70,1500000US060014068003,"Block Group 3, Census Tract 4068, Alameda County, California"
303,0,24,8,29,0,8,19,0,8,8,0,76,30,0,34,59,1500000US060014068004,"Block Group 4, Census Tract 4068, Alameda County, California"
207,0,0,0,0,0,0,9,0,0,9,10,0,33,37,63,46,1500000US060014069001,"Block Group 1, Census Tract 4069, Alameda County, California"
466,21,22,0,27,0,0,0,0,9,39,41,37,32,45,51,142,1500000US060014069002,"Block Group 2, Census Tract 4069, Alameda County, California"
834,36,57,30,10,0,60,22,0,0,39,33,164,138,79,112,54,1500000US060014069003,"Block Group 3, Census Tract 4069, Alameda County, California"
510,0,0,25,62,0,0,51,0,72,20,90,32,78,37,43,0,1500000US060014070001,"Block Group 1, Census Tract 4070, Alameda County, California"
637,0,0,10,0,0,62,31,16,52,78,89,76,86,17,105,15,1500000US060014070002,"Block Group 2, Census Tract 4070, Alameda County, California"
340,41,42,0,0,0,0,0,8,29,62,0,50,28,10,48,22,1500000US060014070003,"Block Group 3, Census Tract 4070, Alameda County, California"
291,17,0,0,0,0,7,37,0,0,66,65,55,11,24,0,9,1500000US060014070004,"Block Group 4, Census Tract 4070, Alameda County, California"
144,36,24,0,0,18,0,0,0,0,4,8,5,0,14,5,30,1500000US060014070005,"Block Group 5, Census Tract 4070, Alameda County, California"
753,90,40,6,50,46,9,21,142,63,27,102,48,10,55,17,27,1500000US060014071011,"Block Group 1, Census Tract 4071.01, Alameda County, California"
288,13,14,12,36,26,5,0,22,14,0,28,49,10,38,0,21,1500000US060014071012,"Block Group 2, Census Tract 4071.01, Alameda County, California"
474,25,47,6,0,30,28,12,27,0,79,5,119,42,0,33,21,1500000US060014071021,"Block Group 1, Census Tract 4071.02, Alameda County, California"
274,25,6,0,19,8,6,0,5,14,55,23,31,0,16,19,47,1500000US060014071022,"Block Group 2, Census Tract 4071.02, Alameda County, California"
259,0,8,0,0,0,38,0,56,44,14,0,46,12,1,8,32,1500000US060014071023,"Block Group 3, Census Tract 4071.02, Alameda County, California"
291,0,12,17,0,0,9,20,0,26,12,21,16,49,109,0,0,1500000US060014071024,"Block Group 4, Census Tract 4071.02, Alameda County, California"
376,14,48,11,0,0,34,9,20,27,10,40,64,14,37,33,15,1500000US060014072001,"Block Group 1, Census Tract 4072, Alameda County, California"
429,54,31,9,18,7,24,52,0,7,37,42,86,23,0,36,3,1500000US060014072002,"Block Group 2, Census Tract 4072, Alameda County, California"
451,36,8,17,31,32,9,0,4,35,72,40,50,21,66,6,24,1500000US060014072003,"Block Group 3, Census Tract 4072, Alameda County, California"
566,30,44,27,46,53,27,70,33,0,56,27,89,8,38,0,18,1500000US060014072004,"Block Group 4, Census Tract 4072, Alameda County, California"
356,29,27,9,10,34,7,17,24,0,19,28,22,60,15,26,29,1500000US060014073001,"Block Group 1, Census Tract 4073, Alameda County, California"
311,0,12,20,32,0,14,8,24,13,10,27,26,82,19,18,6,1500000US060014073002,"Block Group 2, Census Tract 4073, Alameda County, California"
536,65,24,9,32,0,0,0,0,12,49,48,113,131,17,24,12,1500000US060014074001,"Block Group 1, Census Tract 4074, Alameda County, California"
279,35,40,42,13,0,0,0,19,10,15,28,35,0,9,22,11,1500000US060014074002,"Block Group 2, Census Tract 4074, Alameda County, California"
346,146,0,0,0,9,46,0,35,0,0,32,60,18,0,0,0,1500000US060014074003,"Block Group 3, Census Tract 4074, Alameda County, California"
209,0,9,63,0,10,0,0,18,27,21,20,0,41,0,0,0,1500000US060014075001,"Block Group 1, Census Tract 4075, Alameda County, California"
619,193,0,28,78,18,37,15,0,0,57,0,122,5,0,25,41,1500000US060014075002,"Block Group 2, Census Tract 4075, Alameda County, California"
442,12,99,47,0,0,40,38,29,14,55,18,17,11,49,13,0,1500000US060014075003,"Block Group 3, Census Tract 4075, Alameda County, California"
355,0,0,17,0,17,0,13,0,11,11,90,58,11,34,69,24,1500000US060014076001,"Block Group 1, Census Tract 4076, Alameda County, California"
437,27,0,0,44,0,0,36,28,61,0,0,119,38,30,44,10,1500000US060014076002,"Block Group 2, Census Tract 4076, Alameda County, California"
402,7,0,0,4,25,33,20,11,41,7,22,103,33,0,18,78,1500000US060014076003,"Block Group 3, Census Tract 4076, Alameda County, California"
377,13,46,0,0,0,0,0,0,30,0,0,64,46,50,30,98,1500000US060014076004,"Block Group 4, Census Tract 4076, Alameda County, California"
338,0,13,0,0,54,27,53,0,0,0,40,72,13,66,0,0,1500000US060014076005,"Block Group 5, Census Tract 4076, Alameda County, California"
480,14,30,0,24,29,30,9,6,19,0,79,101,55,14,44,26,1500000US060014077001,"Block Group 1, Census Tract 4077, Alameda County, California"
314,0,0,23,10,9,12,0,0,11,28,52,48,21,14,79,7,1500000US060014077002,"Block Group 2, Census Tract 4077, Alameda County, California"
459,0,0,0,0,10,0,0,36,0,48,18,12,54,19,141,121,1500000US060014077003,"Block Group 3, Census Tract 4077, Alameda County, California"
387,0,7,0,0,60,0,9,8,17,18,39,51,15,7,70,86,1500000US060014077004,"Block Group 4, Census Tract 4077, Alameda County, California"
324,48,10,5,12,0,0,0,14,0,25,19,38,51,31,24,47,1500000US060014078001,"Block Group 1, Census Tract 4078, Alameda County, California"
385,10,28,13,0,32,13,9,4,16,28,36,23,54,14,68,37,1500000US060014078002,"Block Group 2, Census Tract 4078, Alameda County, California"
311,0,0,0,0,0,0,0,0,11,12,10,43,118,24,51,42,1500000US060014079001,"Block Group 1, Census Tract 4079, Alameda County, California"
392,0,0,16,85,0,16,0,14,0,7,55,4,0,18,59,118,1500000US060014079002,"Block Group 2, Census Tract 4079, Alameda County, California"
483,9,0,0,0,10,0,0,8,0,0,24,76,90,59,94,113,1500000US060014079003,"Block Group 3, Census Tract 4079, Alameda County, California"
312,0,0,0,0,0,0,0,36,0,0,0,26,23,28,42,157,1500000US060014080001,"Block Group 1, Census Tract 4080, Alameda County, California"
722,10,10,9,0,0,0,0,9,0,57,70,88,9,70,57,333,1500000US060014080002,"Block Group 2, Census Tract 4080, Alameda County, California"
529,24,17,0,0,42,0,30,0,0,0,60,30,51,10,55,210,1500000US060014081001,"Block Group 1, Census Tract 4081, Alameda County, California"
591,20,0,0,20,75,0,22,0,15,29,29,197,15,47,80,42,1500000US060014081002,"Block Group 2, Census Tract 4081, Alameda County, California"
329,0,0,0,0,0,7,0,0,17,15,0,0,17,132,35,106,1500000US060014081003,"Block Group 3, Census Tract 4081, Alameda County, California"
319,0,0,45,17,0,0,14,0,0,0,13,81,0,33,30,86,1500000US060014081004,"Block Group 4, Census Tract 4081, Alameda County, California"
955,0,0,0,0,34,15,28,0,0,0,0,61,93,87,240,397,1500000US060014081005,"Block Group 5, Census Tract 4081, Alameda County, California"
748,25,11,0,11,17,28,15,20,24,86,116,70,20,62,75,168,1500000US060014082001,"Block Group 1, Census Tract 4082, Alameda County, California"
703,120,46,13,0,46,37,15,40,0,55,74,39,60,28,25,105,1500000US060014082002,"Block Group 2, Census Tract 4082, Alameda County, California"
429,39,38,34,0,0,20,9,0,37,0,41,33,76,13,0,89,1500000US060014082003,"Block Group 3, Census Tract 4082, Alameda County, California"
528,20,56,11,0,8,0,0,140,0,8,11,64,30,61,82,37,1500000US060014083001,"Block Group 1, Census Tract 4083, Alameda County, California"
439,8,0,0,0,0,0,0,25,0,25,22,81,12,118,53,95,1500000US060014083002,"Block Group 2, Census Tract 4083, Alameda County, California"
387,0,0,0,8,9,6,16,0,13,39,50,33,8,34,102,69,1500000US060014083003,"Block Group 3, Census Tract 4083, Alameda County, California"
262,23,0,17,28,7,0,5,0,0,42,3,6,47,40,24,20,1500000US060014083004,"Block Group 4, Census Tract 4083, Alameda County, California"
182,0,16,0,0,48,17,0,0,0,16,8,0,19,9,37,12,1500000US060014083005,"Block Group 5, Census Tract 4083, Alameda County, California"
477,54,37,15,0,44,27,0,24,34,0,53,44,16,63,0,66,1500000US060014084001,"Block Group 1, Census Tract 4084, Alameda County, California"
300,0,16,0,39,43,14,0,25,0,0,41,54,8,0,60,0,1500000US060014084002,"Block Group 2, Census Tract 4084, Alameda County, California"
404,25,35,12,20,66,0,7,0,44,10,10,77,39,37,22,0,1500000US060014084003,"Block Group 3, Census Tract 4084, Alameda County, California"
257,0,0,24,18,15,30,0,0,0,60,5,40,0,10,25,30,1500000US060014085001,"Block Group 1, Census Tract 4085, Alameda County, California"
409,66,29,0,44,0,51,0,10,3,44,92,70,0,0,0,0,1500000US060014085002,"Block Group 2, Census Tract 4085, Alameda County, California"
297,16,41,0,21,11,43,0,33,53,0,0,42,0,14,13,10,1500000US060014085003,"Block Group 3, Census Tract 4085, Alameda County, California"
292,12,15,0,36,20,0,17,15,0,11,62,55,35,0,14,0,1500000US060014085004,"Block Group 4, Census Tract 4085, Alameda County, California"
348,0,0,18,43,20,0,22,0,0,0,19,90,25,60,25,26,1500000US060014085005,"Block Group 5, Census Tract 4085, Alameda County, California"
741,122,24,15,42,95,0,45,47,0,45,29,14,205,58,0,0,1500000US060014086001,"Block Group 1, Census Tract 4086, Alameda County, California"
486,11,17,12,34,23,41,16,14,5,0,45,96,30,19,81,42,1500000US060014086002,"Block Group 2, Census Tract 4086, Alameda County, California"
294,0,26,19,6,19,38,42,13,15,17,34,10,9,0,46,0,1500000US060014086003,"Block Group 3, Census Tract 4086, Alameda County, California"
297,0,0,25,0,77,0,24,0,0,22,0,73,9,67,0,0,1500000US060014086004,"Block Group 4, Census Tract 4086, Alameda County, California"
404,96,12,0,37,0,0,0,0,0,0,36,93,13,34,50,33,1500000US060014087001,"Block Group 1, Census Tract 4087, Alameda County, California"
652,34,0,80,160,0,66,14,0,12,10,0,267,0,0,9,0,1500000US060014087002,"Block Group 2, Census Tract 4087, Alameda County, California"
774,31,0,0,334,0,0,0,0,35,88,5,95,73,55,58,0,1500000US060014087003,"Block Group 3, Census Tract 4087, Alameda County, California"
206,20,0,11,57,0,0,0,11,0,0,36,0,42,29,0,0,1500000US060014087004,"Block Group 4, Census Tract 4087, Alameda County, California"
239,56,0,0,18,0,2,0,0,42,0,0,53,59,0,9,0,1500000US060014087005,"Block Group 5, Census Tract 4087, Alameda County, California"
414,22,68,27,0,11,34,0,64,0,43,72,24,12,0,0,37,1500000US060014087006,"Block Group 6, Census Tract 4087, Alameda County, California"
277,39,0,16,11,10,0,50,0,0,42,28,18,37,0,26,0,1500000US060014088001,"Block Group 1, Census Tract 4088, Alameda County, California"
625,76,108,33,52,40,145,17,17,0,22,17,52,24,7,15,0,1500000US060014088002,"Block Group 2, Census Tract 4088, Alameda County, California"
508,99,72,70,161,10,0,10,0,0,33,12,17,0,24,0,0,1500000US060014088003,"Block Group 3, Census Tract 4088, Alameda County, California"
704,18,79,97,64,18,51,19,43,30,30,56,89,31,20,59,0,1500000US060014088004,"Block Group 4, Census Tract 4088, Alameda County, California"
480,62,75,69,24,17,20,7,11,31,31,13,44,35,15,14,12,1500000US060014089001,"Block Group 1, Census Tract 4089, Alameda County, California"
537,31,25,20,18,45,36,41,11,51,28,67,105,13,12,13,21,1500000US060014089002,"Block Group 2, Census Tract 4089, Alameda County, California"
622,0,25,17,52,0,37,0,98,15,66,21,46,50,92,62,41,1500000US060014090001,"Block Group 1, Census Tract 4090, Alameda County, California"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US060014090002,"Block Group 2, Census Tract 4090, Alameda County, California"
438,11,43,11,0,40,17,14,84,20,18,31,119,0,0,30,0,1500000US060014090003,"Block Group 3, Census Tract 4090, Alameda County, California"
390,11,11,27,11,13,29,24,14,17,19,41,58,49,0,21,45,1500000US060014091001,"Block Group 1, Census Tract 4091, Alameda County, California"
280,26,53,0,3,7,0,0,24,0,23,45,45,25,29,0,0,1500000US060014091002,"Block Group 2, Census Tract 4091, Alameda County, California"
590,13,28,19,13,25,18,9,45,11,96,140,72,35,27,20,19,1500000US060014092001,"Block Group 1, Census Tract 4092, Alameda County, California"
412,34,6,19,0,19,29,52,48,20,44,24,62,25,22,0,8,1500000US060014092002,"Block Group 2, Census Tract 4092, Alameda County, California"
561,80,81,0,0,0,6,126,0,22,27,72,57,47,26,17,0,1500000US060014093001,"Block Group 1, Census Tract 4093, Alameda County, California"
450,0,32,0,52,24,0,69,9,72,44,37,35,64,0,12,0,1500000US060014093002,"Block Group 2, Census Tract 4093, Alameda County, California"
386,25,44,26,6,0,25,10,32,74,61,20,0,0,28,27,8,1500000US060014093003,"Block Group 3, Census Tract 4093, Alameda County, California"
225,47,0,0,0,0,0,32,0,41,33,39,0,0,12,10,11,1500000US060014093004,"Block Group 4, Census Tract 4093, Alameda County, California"
173,0,15,0,0,7,4,41,0,0,5,0,22,0,68,11,0,1500000US060014094001,"Block Group 1, Census Tract 4094, Alameda County, California"
647,32,8,50,112,40,52,45,59,0,4,19,89,77,37,0,23,1500000US060014094002,"Block Group 2, Census Tract 4094, Alameda County, California"
409,32,25,32,14,24,15,17,72,9,11,84,22,35,7,6,4,1500000US060014094003,"Block Group 3, Census Tract 4094, Alameda County, California"
423,28,62,59,17,38,38,9,25,22,14,25,56,9,16,5,0,1500000US060014095001,"Block Group 1, Census Tract 4095, Alameda County, California"
328,42,10,0,21,0,10,19,17,0,25,60,53,15,10,36,10,1500000US060014095002,"Block Group 2, Census Tract 4095, Alameda County, California"
296,26,8,14,34,31,16,8,0,35,11,41,37,12,0,17,6,1500000US060014095003,"Block Group 3, Census Tract 4095, Alameda County, California"
299,94,42,0,0,0,0,0,17,0,0,56,34,14,31,0,11,1500000US060014096001,"Block Group 1, Census Tract 4096, Alameda County, California"
305,30,0,0,63,23,17,15,7,27,9,21,19,0,0,0,74,1500000US060014096002,"Block Group 2, Census Tract 4096, Alameda County, California"
260,45,27,0,0,0,0,16,0,0,61,35,31,33,0,12,0,1500000US060014096003,"Block Group 3, Census Tract 4096, Alameda County, California"
235,12,15,0,57,12,0,0,17,40,17,8,17,23,0,0,17,1500000US060014096004,"Block Group 4, Census Tract 4096, Alameda County, California"
428,7,28,34,33,0,19,8,9,40,51,42,60,81,16,0,0,1500000US060014096005,"Block Group 5, Census Tract 4096, Alameda County, California"
390,33,19,42,18,18,68,0,33,11,55,42,14,16,0,21,0,1500000US060014097001,"Block Group 1, Census Tract 4097, Alameda County, California"
522,68,71,12,24,0,27,0,0,5,95,57,71,53,36,3,0,1500000US060014097002,"Block Group 2, Census Tract 4097, Alameda County, California"
322,14,0,42,52,74,0,0,45,17,15,22,3,4,34,0,0,1500000US060014097003,"Block Group 3, Census Tract 4097, Alameda County, California"
276,12,2,24,8,19,12,11,15,19,17,17,58,43,19,0,0,1500000US060014097004,"Block Group 4, Census Tract 4097, Alameda County, California"
291,0,0,15,0,0,11,0,0,0,8,25,71,68,29,37,27,1500000US060014098001,"Block Group 1, Census Tract 4098, Alameda County, California"
633,99,87,14,0,0,17,14,11,0,24,44,96,68,25,95,39,1500000US060014098002,"Block Group 2, Census Tract 4098, Alameda County, California"
243,12,0,0,0,13,0,0,0,0,24,10,13,39,27,5,100,1500000US060014098003,"Block Group 3, Census Tract 4098, Alameda County, California"
161,8,0,0,0,0,0,8,20,0,0,0,15,51,25,26,8,1500000US060014099001,"Block Group 1, Census Tract 4099, Alameda County, California"
332,0,0,14,7,0,0,0,0,0,0,8,18,34,12,127,112,1500000US060014099002,"Block Group 2, Census Tract 4099, Alameda County, California"
504,0,0,0,0,0,24,12,8,0,24,27,83,72,21,60,173,1500000US060014099003,"Block Group 3, Census Tract 4099, Alameda County, California"
404,15,0,25,46,22,0,0,0,8,0,0,19,76,9,30,154,1500000US060014099004,"Block Group 4, Census Tract 4099, Alameda County, California"
411,9,8,0,0,0,0,0,8,23,20,33,33,49,124,37,67,1500000US060014100001,"Block Group 1, Census Tract 4100, Alameda County, California"
786,25,32,9,29,0,29,9,17,17,62,87,39,74,94,110,153,1500000US060014100002,"Block Group 2, Census Tract 4100, Alameda County, California"
